,match_id,chat,toxicity,toxicity_context,estimated_rank_universal,duration,game_mode_str,radiant_score,dire_score,radiant_win,start_time,region_str,lobby_type_str,account_id,player_slot,name,rating,rank_universal,party_size,hero_id,is_radiant,winner,kills_per_minute,deaths_per_minutes,assists,gold_per_minute,hero_healing_per_minute,pings,buyback_count_per_minute,buyback_before_20,language,correct_chat,toxicity_context_2
0,8507519581,ANO YON TOL ,0.1074706763029098,0.1074706763029098,30.0,1993,game_mode_all_draft,53,20,True,1760260472,SINGAPORE,lobby_type_ranked,987856019,4,GONPACHIRO,,28.0,3,16,True,1,0.6021073758153538,0.2107375815353738,0.481685900652283,90.16557952834924,0.0,14.0,0.0,False,en,ANO YON TOL ,0.10747067630290985
0,8507519581,,,,30.0,1993,game_mode_all_draft,53,20,True,1760260472,SINGAPORE,lobby_type_ranked,177446931,5,HeeHi!!,,35.0,2,63,False,0,0.1806322127446061,0.2709483191169092,0.2709483191169092,35.614651279478174,0.0,4.0,0.0,False,,,
0,8507519581,,,,30.0,1993,game_mode_all_draft,53,20,True,1760260472,SINGAPORE,lobby_type_ranked,877524583,6,OneWithTheDarkness,,25.0,2,145,False,0,0.090316106372303,0.3311590566984445,0.3913697942799799,23.361766181635726,0.0,25.0,0.0,False,,,
0,8507519581,,,,30.0,1993,game_mode_all_draft,53,20,True,1760260472,SINGAPORE,lobby_type_ranked,107033864,7,earthshake,,24.0,3,36,False,0,0.1806322127446061,0.4515805318615153,0.1204214751630707,27.4862017059709,71.59056698444556,12.0,0.0,False,,,
0,8507519581,,,,30.0,1993,game_mode_all_draft,53,20,True,1760260472,SINGAPORE,lobby_type_ranked,293940880,8,L[IA] | EulVibes Youtube,,40.0,3,30,False,0,0.090316106372303,0.3010536879076769,0.2408429503261415,18.75564475664827,47.957852483692925,10.0,0.0,False,,,
0,8507519581,fk u smurf china,0.2236790210008621,0.2236790210008621,30.0,1993,game_mode_all_draft,53,20,True,1760260472,SINGAPORE,lobby_type_ranked,459575270,9,Mode God : Rusman Dagu Mangga,,,3,108,False,0,0.0602107375815353,0.2408429503261415,0.2709483191169092,2.1374811841445056,0.0,32.0,0.0,False,en,Fk u smurf china,0.2606208026409149
0,8507519486,,,,16.0,1887,game_mode_turbo,45,22,True,1760260448,SINGAPORE,lobby_type_normal,139719443,0,W@D@TA,,29.0,5,67,True,1,0.604133545310016,0.0635930047694753,0.6359300476947536,285.18282988871226,0.0,9.0,0.0,False,,,
0,8507519486,ez mid,0.0646488741040229,0.0646488741040229,16.0,1887,game_mode_turbo,45,22,True,1760260448,SINGAPORE,lobby_type_normal,407841674,1,POS6RESERVE,,15.0,5,1,True,1,0.3179650238473768,0.095389507154213,0.4451510333863275,431.1287758346582,0.0,1.0,0.0,False,hu,Ez mid,0.3688707649707794
0,8507519486,,,,16.0,1887,game_mode_turbo,45,22,True,1760260448,SINGAPORE,lobby_type_normal,191666223,2,JIMIMON,,,5,64,True,1,0.0,0.1589825119236884,0.9220985691573926,211.28775834658188,3.97456279809221,,0.0,False,,,
0,8507519486,3 for 1 okayyyy,0.0190688110888004,0.0190688110888004,16.0,1887,game_mode_turbo,45,22,True,1760260448,SINGAPORE,lobby_type_normal,192383060,3,Ff.,,,5,35,True,1,0.3179650238473768,0.2225755166931637,0.890302066772655,206.9952305246423,0.0,6.0,0.0,False,no,3 for 1 okayyyy,0.01906881108880043
0,8507519486,,,,16.0,1887,game_mode_turbo,45,22,True,1760260448,SINGAPORE,lobby_type_normal,102417886,4,JasonKing,,13.0,5,51,True,1,0.1589825119236884,0.1589825119236884,0.6359300476947536,87.21780604133545,0.0,,0.0,False,,,
0,8507519486,,,,16.0,1887,game_mode_turbo,45,22,True,1760260448,SINGAPORE,lobby_type_normal,168675979,5,Mistar Bheesht,,19.0,5,65,False,0,0.0317965023847376,0.2861685214626391,0.1907790143084261,15.166931637519872,0.0,28.0,0.0,False,,,
0,8507519486,fuk u homos. ez hahahahah,0.1210649088025093,0.9567545652389526,16.0,1887,game_mode_turbo,45,22,True,1760260448,SINGAPORE,lobby_type_normal,416510992,6,Sexy Ursa,,14.0,5,30,False,0,0.1907790143084261,0.2225755166931637,0.2543720190779014,67.21780604133545,310.5564387917329,35.0,0.0,False,so,Fuk u homos. Ez hahahahah,0.9170706272125244
0,8507519486,,,,16.0,1887,game_mode_turbo,45,22,True,1760260448,SINGAPORE,lobby_type_normal,236291575,7,Monkweh,,15.0,5,100,False,0,0.2543720190779014,0.3179650238473768,0.1907790143084261,19.26868044515104,0.0,26.0,0.0,False,,,
0,8507519486,,,,16.0,1887,game_mode_turbo,45,22,True,1760260448,SINGAPORE,lobby_type_normal,74207899,8,Mimozibang,,12.0,5,14,False,0,0.095389507154213,0.3179650238473768,0.3815580286168522,36.59777424483307,0.0,3.0,0.0,False,,,
0,8507519486,,,,16.0,1887,game_mode_turbo,45,22,True,1760260448,SINGAPORE,lobby_type_normal,177202207,9,Basmathi rice,,13.0,5,41,False,0,0.1271860095389507,0.2861685214626391,0.2861685214626391,212.6550079491256,0.0,5.0,0.0,False,,,
0,8507517627,,,,35.0,1784,game_mode_all_draft,38,15,True,1760260392,SINGAPORE,lobby_type_ranked,840994758,0,UNNAMED WARRIOR,,,1,82,True,1,0.1345291479820627,0.0672645739910313,0.336322869955157,79.23766816143498,0.0,21.0,0.0,False,,,
0,8507517627,,,,35.0,1784,game_mode_all_draft,38,15,True,1760260392,SINGAPORE,lobby_type_ranked,856782133,1,Jimmy,,40.0,1,73,True,1,0.336322869955157,0.0336322869955156,0.3026905829596412,141.6255605381166,0.0,47.0,0.0,False,,,
0,8507517627,,,,35.0,1784,game_mode_all_draft,38,15,True,1760260392,SINGAPORE,lobby_type_ranked,142711976,2,Raijin,,33.0,1,2,True,1,0.5044843049327354,0.1681614349775785,0.4035874439461883,84.4170403587444,0.0,10.0,0.0336322869955156,False,,,
0,8507517627,,,,35.0,1784,game_mode_all_draft,38,15,True,1760260392,SINGAPORE,lobby_type_ranked,97826771,3,QWERTY,,40.0,1,7,True,1,0.2017937219730941,0.100896860986547,0.7062780269058296,55.02242152466368,0.0,37.0,0.0,False,,,
0,8507517627,,,,35.0,1784,game_mode_all_draft,38,15,True,1760260392,SINGAPORE,lobby_type_ranked,196354719,4,老鼠火槍手,,35.0,1,5,True,1,0.0672645739910313,0.1345291479820627,0.6053811659192825,62.65695067264574,0.0,23.0,0.0,False,,,
0,8507517627,,,,35.0,1784,game_mode_all_draft,38,15,True,1760260392,SINGAPORE,lobby_type_ranked,356345732,5,Khali Wali,,40.0,1,87,False,0,0.100896860986547,0.3699551569506726,0.2017937219730941,98.84529147982065,0.0,53.0,0.0,False,,,
0,8507517627,,,,35.0,1784,game_mode_all_draft,38,15,True,1760260392,SINGAPORE,lobby_type_ranked,1152955590,6,LLH,,19.0,1,53,False,0,0.1345291479820627,0.2017937219730941,0.3026905829596412,80.07847533632287,0.0,7.0,0.0,False,,,
0,8507517627,,,,35.0,1784,game_mode_all_draft,38,15,True,1760260392,SINGAPORE,lobby_type_ranked,1089298731,7,UNravel - Muted,,40.0,1,39,False,0,0.2017937219730941,0.3026905829596412,0.1345291479820627,26.50224215246637,0.0,29.0,0.0,False,,,
0,8507517627,,,,35.0,1784,game_mode_all_draft,38,15,True,1760260392,SINGAPORE,lobby_type_ranked,125430463,8,Tievesh.DotaWantMeLose ( ‾ʖ̫,,40.0,1,62,False,0,0.0672645739910313,0.336322869955157,0.1345291479820627,27.24215246636772,0.0,28.0,0.0,False,,,
0,8507517627,,,,35.0,1784,game_mode_all_draft,38,15,True,1760260392,SINGAPORE,lobby_type_ranked,381984541,9,𐂃,,,1,94,False,0,0.0,0.100896860986547,0.1681614349775785,30.168161434977577,0.0,7.0,0.0,False,,,
0,8507517613,noob. nyx. gg,0.1581145524978637,0.1581145524978637,34.0,1036,game_mode_turbo,12,36,False,1760260378,SINGAPORE,lobby_type_normal,31080974,0,개불,,37.0,1,64,True,0,0.1158301158301158,0.4633204633204633,0.4633204633204633,76.27413127413128,7.239382239382239,14.0,0.0,False,tl,Noob. Nyx. Gg,0.13824047148227692
0,8507517613,,,,34.0,1036,game_mode_turbo,12,36,False,1760260378,SINGAPORE,lobby_type_normal,373902234,1,Please Enter Your Nam,,,1,99,True,0,0.0,0.637065637065637,0.2316602316602316,0.1737451737451737,0.0,2.0,0.0,False,,,
0,8507517613,,,,34.0,1036,game_mode_turbo,12,36,False,1760260378,SINGAPORE,lobby_type_normal,179594693,2,八戒,,39.0,1,14,True,0,0.1737451737451737,0.2316602316602316,0.1158301158301158,128.1081081081081,0.0,,0.0,False,,,
0,8507517613,,,,34.0,1036,game_mode_turbo,12,36,False,1760260378,SINGAPORE,lobby_type_normal,178883001,3,NEVERMIND-,,23.0,1,88,True,0,0.1158301158301158,0.5212355212355212,0.1158301158301158,264.9034749034749,0.0,3.0,0.0,False,,,
0,8507517613,,,,34.0,1036,game_mode_turbo,12,36,False,1760260378,SINGAPORE,lobby_type_normal,314013547,4,theaofs,,,1,6,True,0,0.2895752895752895,0.2316602316602316,0.2895752895752895,294.3822393822394,0.0,11.0,0.0,False,,,
0,8507517613,,,,34.0,1036,game_mode_turbo,12,36,False,1760260378,SINGAPORE,lobby_type_normal,342026801,5,Mashle,,34.0,1,15,False,1,0.752895752895753,0.1158301158301158,0.637065637065637,177.1042471042471,0.0,,0.0,False,,,
0,8507517613,,,,34.0,1036,game_mode_turbo,12,36,False,1760260378,SINGAPORE,lobby_type_normal,137937962,6,Anonymous,,,1,28,False,1,0.4633204633204633,0.2316602316602316,0.8108108108108109,217.47104247104247,0.0,5.0,0.0,False,,,
0,8507517613,,,,34.0,1036,game_mode_turbo,12,36,False,1760260378,SINGAPORE,lobby_type_normal,328566805,7,Yetarian,,40.0,1,53,False,1,0.5212355212355212,0.0579150579150579,0.9266409266409268,285.86872586872585,58.72586872586873,7.0,0.0,False,,,
0,8507517613,,,,34.0,1036,game_mode_turbo,12,36,False,1760260378,SINGAPORE,lobby_type_normal,161704085,8,æJan,,31.0,1,84,False,1,0.0579150579150579,0.2895752895752895,1.1003861003861004,54.32432432432432,0.0,5.0,0.0,False,,,
0,8507517613,,,,34.0,1036,game_mode_turbo,12,36,False,1760260378,SINGAPORE,lobby_type_normal,408958158,9,POS 5 ONLY,,40.0,1,135,False,1,0.2895752895752895,0.0579150579150579,0.9845559845559846,168.996138996139,180.86872586872587,4.0,0.0,False,,,
0,8507517595,,,,27.0,1977,game_mode_all_draft,16,43,False,1760260387,STOCKHOLM,lobby_type_ranked,420572494,0,HolloW,,27.0,1,7,True,0,0.0606980273141122,0.3034901365705614,0.1517450682852807,0.0606980273141122,0.0,6.0,0.0,False,,,
0,8507517595,,,,27.0,1977,game_mode_all_draft,16,43,False,1760260387,STOCKHOLM,lobby_type_ranked,326130943,1,Queen of Pain,,30.0,1,21,True,0,0.1820940819423368,0.3034901365705614,0.1820940819423368,12.98937784522003,0.0,2.0,0.0,False,,,
0,8507517595,,,,27.0,1977,game_mode_all_draft,16,43,False,1760260387,STOCKHOLM,lobby_type_ranked,888640361,2,kzr,,26.0,1,42,True,0,0.0606980273141122,0.2427921092564491,0.0606980273141122,30.349013657056144,0.0,22.0,0.0,False,,,
0,8507517595,,,,27.0,1977,game_mode_all_draft,16,43,False,1760260387,STOCKHOLM,lobby_type_ranked,830313102,3,bankai,,,1,96,True,0,0.0910470409711684,0.212443095599393,0.1517450682852807,0.0606980273141122,0.0,1.0,0.0,False,,,
0,8507517595,,,,27.0,1977,game_mode_all_draft,16,43,False,1760260387,STOCKHOLM,lobby_type_ranked,145023808,4,КАПОЭЙРА,,21.0,1,64,True,0,0.0606980273141122,0.2427921092564491,0.1517450682852807,63.21699544764795,0.0,5.0,0.0,False,,,
0,8507517595,)). ez ,0.1882746517658233,0.1225199475884437,27.0,1977,game_mode_all_draft,16,43,False,1760260387,STOCKHOLM,lobby_type_ranked,1262018248,5,не'жить,,29.0,1,74,False,1,0.6069802731411229,0.0303490136570561,0.424886191198786,74.99241274658574,0.0,3.0,0.0,False,hu,). Ez ,0.10136289894580841
0,8507517595,ливайт7,0.0262154564261436,0.0291345342993736,27.0,1977,game_mode_all_draft,16,43,False,1760260387,STOCKHOLM,lobby_type_ranked,169352492,6,Трен Балонов,,28.0,1,101,False,1,0.1213960546282245,0.0,0.6676783004552352,34.41578148710167,0.0,18.0,0.0,False,bg,ливайт7,0.026215456426143646
0,8507517595,,,,27.0,1977,game_mode_all_draft,16,43,False,1760260387,STOCKHOLM,lobby_type_ranked,166986884,7,F4,,28.0,1,87,False,1,0.0910470409711684,0.1820940819423368,0.6069802731411229,8.74051593323217,5.82701062215478,5.0,0.0,False,,,
0,8507517595,,,,27.0,1977,game_mode_all_draft,16,43,False,1760260387,STOCKHOLM,lobby_type_ranked,1203675314,8,Zatoichi,,29.0,1,72,False,1,0.0606980273141122,0.1820940819423368,0.2731411229135053,69.89377845220031,0.0,7.0,0.0303490136570561,False,,,
0,8507517595,,,,27.0,1977,game_mode_all_draft,16,43,False,1760260387,STOCKHOLM,lobby_type_ranked,1243737771,9,SPA city,,,1,2,False,1,0.3641881638846737,0.0910470409711684,0.4855842185128983,20.60698027314112,0.0,22.0,0.0,False,,,
0,8507517466,damn dont even need my finger u die like flies,0.9981669187545776,0.9981669187545776,30.0,972,game_mode_turbo,26,11,True,1760260386,SINGAPORE,lobby_type_normal,99436537,0,JM,,24.0,2,26,True,1,0.1851851851851851,0.0,0.7407407407407407,57.160493827160494,0.0,5.0,0.0,False,af,Damn don't even need my finger u die like flies,0.992090106010437
0,8507517466,,,,30.0,972,game_mode_turbo,26,11,True,1760260386,SINGAPORE,lobby_type_normal,372254013,1,Whos Next,,31.0,2,52,True,1,0.2469135802469135,0.1851851851851851,0.5555555555555556,384.5679012345679,0.0,16.0,0.0,False,,,
0,8507517466,home,0.0720858797430992,0.0720858797430992,30.0,972,game_mode_turbo,26,11,True,1760260386,SINGAPORE,lobby_type_normal,137498725,2,KS!,,,1,104,True,1,0.4320987654320987,0.1234567901234567,0.4938271604938271,201.9753086419753,145.74074074074073,20.0,0.0,False,sk,home,0.07208587974309921
0,8507517466,wait for 2 head xD. BAHAHHAHA. HAHAHHA GG. GEGE,0.3965177536010742,0.3965177536010742,30.0,972,game_mode_turbo,26,11,True,1760260386,SINGAPORE,lobby_type_normal,129109233,3,Fl3X,,29.0,2,11,True,1,0.4938271604938271,0.3086419753086419,0.3086419753086419,103.64197530864196,0.0,8.0,0.0,False,en,Wait for 2 head xD. BAHAHHAHA. HAHAHHA GG. GEGE,0.05907002463936806
0,8507517466,,,,30.0,972,game_mode_turbo,26,11,True,1760260386,SINGAPORE,lobby_type_normal,356014496,4,MianBao,,33.0,2,84,True,1,0.1851851851851851,0.0617283950617283,0.4320987654320987,114.01234567901234,0.0,12.0,0.0,False,,,
0,8507517466,,,,30.0,972,game_mode_turbo,26,11,True,1760260386,SINGAPORE,lobby_type_normal,875049479,5,Naldskie,,36.0,1,40,False,0,0.1851851851851851,0.4938271604938271,0.3703703703703703,40.67901234567901,0.0,55.0,0.0,False,,,
0,8507517466,,,,30.0,972,game_mode_turbo,26,11,True,1760260386,SINGAPORE,lobby_type_normal,190100718,6,'-',,33.0,4,67,False,0,0.1234567901234567,0.3086419753086419,0.3086419753086419,56.97530864197531,0.0,7.0,0.0,False,,,
0,8507517466,,,,30.0,972,game_mode_turbo,26,11,True,1760260386,SINGAPORE,lobby_type_normal,155128917,7,"☼sØL""s_BlêSSÏn'☼",,37.0,4,108,False,0,0.1234567901234567,0.3086419753086419,0.4320987654320987,88.88888888888889,0.0,4.0,0.0,False,,,
0,8507517466,NO WE DESPAIR RN. FUCK,0.9979615211486816,0.9979615211486816,30.0,972,game_mode_turbo,26,11,True,1760260386,SINGAPORE,lobby_type_normal,236017895,8,noobtruck,,,4,49,False,0,0.1234567901234567,0.2469135802469135,0.3703703703703703,60.0,0.0,,0.0,False,de,NO WE DESPAIR RN. FUCK,0.998185932636261
0,8507517466,,,,30.0,972,game_mode_turbo,26,11,True,1760260386,SINGAPORE,lobby_type_normal,157455445,9,Fl4k',,19.0,4,37,False,0,0.0617283950617283,0.2469135802469135,0.2469135802469135,35.67901234567901,220.0617283950617,4.0,0.0,False,,,
0,8507517392,,,,33.0,1093,game_mode_turbo,17,33,False,1760260378,SINGAPORE,lobby_type_normal,149318263,0,PEPE DOCTOR,,36.0,2,128,True,0,0.1097895699908508,0.6038426349496798,0.2195791399817017,43.366880146386094,21.957913998170174,3.0,0.0,False,,,
0,8507517392,,,,33.0,1093,game_mode_turbo,17,33,False,1760260378,SINGAPORE,lobby_type_normal,411738360,1,NI GRU,,,2,85,True,0,0.1646843549862763,0.4391582799634034,0.3293687099725526,80.25617566331198,42.81793229643184,,0.0,False,,,
0,8507517392,gg,0.1581145524978637,0.1581145524978637,33.0,1093,game_mode_turbo,17,33,False,1760260378,SINGAPORE,lobby_type_normal,1057206872,2,Greedisgood,,,1,9,True,0,0.0548947849954254,0.2744739249771272,0.384263494967978,49.29551692589204,10.265324794144556,3.0,0.0,False,tl,gg,0.15811455249786377
0,8507517392,,,,33.0,1093,game_mode_turbo,17,33,False,1760260378,SINGAPORE,lobby_type_normal,171783874,3,ç Light ç,,37.0,2,136,True,0,0.4940530649588289,0.2195791399817017,0.2195791399817017,302.580054894785,0.0,13.0,0.0,False,,,
0,8507517392,,,,33.0,1093,game_mode_turbo,17,33,False,1760260378,SINGAPORE,lobby_type_normal,153193697,4,ℂợŗקɀ,,,2,1,True,0,0.1097895699908508,0.2744739249771272,0.3293687099725526,126.20311070448308,0.0,7.0,0.0,False,,,
0,8507517392,sad am. sad am picker. XD. carry diff. ))). ez am,0.0978415757417678,0.0945864394307136,33.0,1093,game_mode_turbo,17,33,False,1760260378,SINGAPORE,lobby_type_normal,251792663,5,H. G. Tannhaus,,30.0,4,8,False,1,0.384263494967978,0.1646843549862763,0.5489478499542544,130.97895699908509,686.5690759377859,17.0,0.0,False,cy,Sad am. Sad am picker. XD. carry diff. )). Ez am,0.036586061120033264
0,8507517392,,,,33.0,1093,game_mode_turbo,17,33,False,1760260378,SINGAPORE,lobby_type_normal,99252993,6,sooyaaa__,,33.0,4,23,False,1,0.3293687099725526,0.2195791399817017,0.8783165599268069,424.4464775846295,0.0,7.0,0.0,False,,,
0,8507517392,bro useless the entire game. bro used mana void on full mana lion,0.0953508615493774,0.0953508615493774,33.0,1093,game_mode_turbo,17,33,False,1760260378,SINGAPORE,lobby_type_normal,103851863,7,Kents,,33.0,4,26,False,1,0.2195791399817017,0.2744739249771272,1.0978956999085088,645.2333028362306,0.0,12.0,0.0,False,en,Bro useless the entire game. Bro used mana void on full mana lion,0.10391335189342499
0,8507517392,ban pudge every game. or you meet the pudge god,0.9976407289505004,0.9976407289505004,33.0,1093,game_mode_turbo,17,33,False,1760260378,SINGAPORE,lobby_type_normal,152493816,8,Menggigil tubuh ini,,34.0,4,14,False,1,0.3293687099725526,0.2744739249771272,0.9332113449222325,31.0704483074108,110.99725526075022,12.0,0.0,False,en,Ban pudge every game. Or you meet the pudge god,0.7653736472129822
0,8507517392,when pudge dismember it's remind him when eating pakpak. and WTF weaver diff blade,0.9951777458190918,0.9951777458190918,33.0,1093,game_mode_turbo,17,33,False,1760260378,SINGAPORE,lobby_type_normal,449215969,9,Lumo,,28.0,1,63,False,1,0.4940530649588289,0.0,0.4391582799634034,81.62854528819761,0.0,5.0,0.0,False,en,When pudge dismember it's remind him when eating pakpak. And WTF weaver diff blade,0.9725996851921082
0,8507517273,,,,18.0,1947,game_mode_all_draft,14,59,False,1760260377,STOCKHOLM,lobby_type_ranked,1539034097,0,будь на связи,,,2,84,True,0,0.12326656394453,0.5238828967642527,0.1540832049306625,23.852080123266564,0.0,,0.0,False,,,
0,8507517273,,,,18.0,1947,game_mode_all_draft,14,59,False,1760260377,STOCKHOLM,lobby_type_ranked,1506108956,1,Мокрый Charli,,,2,70,True,0,0.0924499229583975,0.3697996918335901,0.061633281972265,12.172573189522344,0.0,11.0,0.0,False,,,
0,8507517273,,,,18.0,1947,game_mode_all_draft,14,59,False,1760260377,STOCKHOLM,lobby_type_ranked,970975188,2,блядь,,18.0,1,105,True,0,0.1540832049306625,0.4006163328197226,0.12326656394453,74.79198767334361,0.0,13.0,0.0,False,,,
0,8507517273,а вы настолько слабые. что не можете закончить,0.0054290131665766,0.0065981708467006,18.0,1947,game_mode_all_draft,14,59,False,1760260377,STOCKHOLM,lobby_type_ranked,1893457670,3,tears of my girl,,,2,73,True,0,0.0308166409861325,0.3081664098613251,0.0924499229583975,23.266563944530045,0.0,10.0,0.0308166409861325,False,ru,А вы настолько слабые. Что не можете закончить,0.00677295820787549
0,8507517273,,,,18.0,1947,game_mode_all_draft,14,59,False,1760260377,STOCKHOLM,lobby_type_ranked,1917630384,4,псих,,,2,38,True,0,0.0308166409861325,0.2773497688751926,0.061633281972265,7.519260400616333,0.0,,0.0,False,,,
0,8507517273,,,,18.0,1947,game_mode_all_draft,14,59,False,1760260377,STOCKHOLM,lobby_type_ranked,906794778,5,datastream,,18.0,1,50,False,1,0.0924499229583975,0.0924499229583975,0.6779661016949152,68.87519260400616,538.8597842835131,4.0,0.0,False,,,
0,8507517273,,,,18.0,1947,game_mode_all_draft,14,59,False,1760260377,STOCKHOLM,lobby_type_ranked,162037251,6,LuckyTaig,,18.0,1,28,False,1,0.2773497688751926,0.0924499229583975,0.6471494607087828,43.91371340523883,0.0,10.0,0.0308166409861325,False,,,
0,8507517273,э алкаши. зачем дефаете,0.1115816980600357,0.9381718039512634,18.0,1947,game_mode_all_draft,14,59,False,1760260377,STOCKHOLM,lobby_type_ranked,1883074535,7,KirushaTrenbolon,,,1,93,False,1,0.4930662557781202,0.12326656394453,0.3389830508474576,4.283513097072419,0.0,18.0,0.0,False,ru,Э алкаши. Зачем дефолте,0.9713264107704163
0,8507517273,,,,18.0,1947,game_mode_all_draft,14,59,False,1760260377,STOCKHOLM,lobby_type_ranked,1444437958,8,MXa,,,2,74,False,1,0.4314329738058551,0.061633281972265,0.7704160246533128,64.68412942989214,62.3728813559322,7.0,0.0,False,,,
0,8507517273,,,,18.0,1947,game_mode_all_draft,14,59,False,1760260377,STOCKHOLM,lobby_type_ranked,88273210,9,Жан Клод Мам Драл,,20.0,2,32,False,1,0.5238828967642527,0.061633281972265,0.6163328197226502,121.87981510015408,0.0,,0.0,False,,,
0,8507516823,,,,36.0,2444,game_mode_all_draft,30,60,False,1760260357,STOCKHOLM,lobby_type_ranked,158974082,0,By_CreaM,,39.0,2,17,True,0,0.1963993453355155,0.3436988543371522,0.3191489361702128,8.224222585924714,0.0,7.0,0.0,False,,,
0,8507516823,,,,36.0,2444,game_mode_all_draft,30,60,False,1760260357,STOCKHOLM,lobby_type_ranked,376097230,1,NICE BOYS (ALL MUTE),,40.0,2,70,True,0,0.1718494271685761,0.220949263502455,0.0981996726677577,4.222585924713584,0.0,13.0,0.0,False,,,
0,8507516823,,,,36.0,2444,game_mode_all_draft,30,60,False,1760260357,STOCKHOLM,lobby_type_ranked,110902849,2,Avircut,,33.0,2,135,True,0,0.2454991816693944,0.3191489361702128,0.1472995090016366,9.599018003273322,155.2291325695581,1.0,0.0,False,,,
0,8507516823,,,,36.0,2444,game_mode_all_draft,30,60,False,1760260357,STOCKHOLM,lobby_type_ranked,1137784238,3,типнул = гей,,39.0,2,131,True,0,0.0736497545008183,0.2945990180032733,0.3436988543371522,13.2569558101473,7.782324058919803,22.0,0.0245499181669394,False,,,
0,8507516823,,,,36.0,2444,game_mode_all_draft,30,60,False,1760260357,STOCKHOLM,lobby_type_ranked,862966431,4,Shimbay,,,1,97,True,0,0.0245499181669394,0.3191489361702128,0.4173486088379705,6.284779050736497,0.0,19.0,0.0,False,,,
0,8507516823,,,,36.0,2444,game_mode_all_draft,30,60,False,1760260357,STOCKHOLM,lobby_type_ranked,119451034,5,степа дробовик,,38.0,2,7,False,1,0.2454991816693944,0.2454991816693944,0.7119476268412439,26.73486088379705,0.0,18.0,0.0,False,,,
0,8507516823,,,,36.0,2444,game_mode_all_draft,30,60,False,1760260357,STOCKHOLM,lobby_type_ranked,1459602028,6,SUCCUB,,,2,101,False,1,0.0736497545008183,0.1963993453355155,0.7855973813420621,55.7037643207856,9.206219312602292,16.0,0.0,False,,,
0,8507516823,,,,36.0,2444,game_mode_all_draft,30,60,False,1760260357,STOCKHOLM,lobby_type_ranked,112737752,7,Mongoose,,40.0,2,94,False,1,0.3191489361702128,0.0490998363338788,0.44189852700491,105.63829787234044,3.0687397708674307,12.0,0.0,False,,,
0,8507516823,,,,36.0,2444,game_mode_all_draft,30,60,False,1760260357,STOCKHOLM,lobby_type_ranked,150845624,8,Чи чи Бамбони,,37.0,2,2,False,1,0.3682487725040916,0.1718494271685761,0.5646481178396072,38.69067103109656,0.0,15.0,0.0,False,,,
0,8507516823,,,,36.0,2444,game_mode_all_draft,30,60,False,1760260357,STOCKHOLM,lobby_type_ranked,127467266,9,dead домовец,,28.0,1,86,False,1,0.4664484451718494,0.0981996726677577,0.44189852700491,46.44844517184943,0.0736497545008183,3.0,0.0,False,,,
0,8507515944,i cant play bro my pos 4 farming. report kotl please. DOG K=OTL,0.3221505582332611,0.3221505582332611,25.0,2177,game_mode_all_draft,37,45,False,1760260318,SINGAPORE,lobby_type_ranked,305740756,0,CHUCKY Ratatata,,26.0,1,106,True,0,0.2204869085898025,0.1378043178686265,0.3031694993109784,35.63619660082683,0.0,9.0,0.0,False,en,I can't play bro my pos 4 farming. Report kotl please. DOG K=OTL,0.02731703594326973
0,8507515944,bro,0.0325585044920444,0.0325585044920444,25.0,2177,game_mode_all_draft,37,45,False,1760260318,SINGAPORE,lobby_type_ranked,1661914750,1,"PG,pisngi",,,1,70,True,0,0.1929260450160771,0.3858520900321543,0.3307303628847037,18.02480477721636,0.0,13.0,0.0,False,pt,bro,0.03255850449204445
0,8507515944,,,,25.0,2177,game_mode_all_draft,37,45,False,1760260318,SINGAPORE,lobby_type_ranked,108477827,2,Dr.Ratio,,29.0,1,90,True,0,0.1653651814423518,0.2756086357372531,0.3307303628847037,27.533302710151585,62.011943040881945,14.0,0.0,False,,,
0,8507515944,,,,25.0,2177,game_mode_all_draft,37,45,False,1760260318,SINGAPORE,lobby_type_ranked,1923370201,3,E,,,2,51,True,0,0.1102434542949012,0.2204869085898025,0.5512172714745062,38.55764813964171,0.0,6.0,0.0,False,,,
0,8507515944,gg,0.1581145524978637,0.1581145524978637,25.0,2177,game_mode_all_draft,37,45,False,1760260318,SINGAPORE,lobby_type_ranked,1917128732,4,厉飞雨,,,2,53,True,0,0.3307303628847037,0.2480477721635278,0.4960955443270556,130.1423977951309,28.139641708773546,5.0,0.0,False,tl,gg,0.15811455249786377
0,8507515944,bobonmg kotl. tang ina mo. kotl nyo tnga. massive report kotl. kotl bobo,0.1670045554637909,0.1670045554637909,25.0,2177,game_mode_all_draft,37,45,False,1760260318,SINGAPORE,lobby_type_ranked,892024055,5,Aiz-san,,,1,104,False,1,0.3307303628847037,0.1929260450160771,0.440973817179605,32.246210381258614,66.14607257694074,45.0,0.0,False,tl,Bobonmg kotl. Tang ina mo. kotl nyo tnga. Massive report kotl. Kotl bobo,0.8748739361763
0,8507515944,intro?,0.0090563595294952,0.0090563595294952,25.0,2177,game_mode_all_draft,37,45,False,1760260318,SINGAPORE,lobby_type_ranked,313565412,6,papengz!༼ つ ◕_◕ ༽つ,,29.0,1,5,False,1,0.0551217271474506,0.1653651814423518,0.6614607257694074,14.248966467615986,0.0,35.0,0.0,False,it,Intro?,0.008398029953241348
